RunUTC,StrategyLockSHA256,TotalHoldoutBars,BaseClosedTrades,CandidateClosedTrades,BaseAvgReturnPct,CandidateAvgReturnPct
2026-09-22T08:34:18.551112+00:00,5183527e9d7e843c68d230a73913e5ba28443d3db968e262ca7e85a5bb5fa0e8,0,0,0,0.0,0.0
